"","feature","start","end","strand","gene"
"2496","gene",2804666,2805730,"+","proW"
"2497","gene",2805788,2806780,"+","proX"
"2498","gene",2808273,2809010,"+","ygaZ"
"2499","gene",2809000,2809335,"+","ygaH"
"2500","gene",2809426,2809956,"+","emrR"
"2501","gene",2810083,2811255,"+","emrA"
"2502","gene",2811272,2812810,"+","emrB"
"2503","gene",2812874,2813389,"-","luxS"
"2504","gene",2813539,2815095,"-","gshA"
"2505","gene",2815168,2815596,"-","yqaA"
"2506","gene",2815593,2816159,"-","yqaB"
"2507","tRNA",2816440,2816516,"-","tRNA-Arg"
"2508","tRNA",2816715,2816791,"-","tRNA-Arg"
"2509","tRNA",2816854,2816930,"-","tRNA-Arg"
"2510","tRNA",2817129,2817205,"-","tRNA-Arg"
"2511","tRNA",2817209,2817301,"-","tRNA-Ser"
"2512","gene",2817617,2817802,"-","csrA"
"2513","gene",2818037,2820667,"-","alaS"
"2514","gene",2820795,2821295,"-","recX"
"2515","gene",2821364,2822425,"-","recA"
"2516","gene",2822505,2823002,"-","pncC"
"2517","gene",2823147,2824232,"-","mltB"
"2518","gene",2824488,2825051,"+","srlA"
"2519","gene",2825048,2826007,"+","srlE"
"2520","gene",2826018,2826389,"+","srlB"
"2521","gene",2826393,2827172,"+","srlD"
"2522","gene",2827277,2827636,"+","gutM"
"2523","gene",2827703,2828476,"+","srlR"
"2524","gene",2828469,2829434,"+","gutQ"
"2525","gene",2829431,2830945,"-","norR"
"2526","gene",2831132,2832571,"+","norV"
"2527","gene",2832568,2833701,"+","norW"
"2528","gene",2833829,2836081,"-","hypF"
"2529","gene",2836234,2836761,"-","hydN"
"2530","gene",2836910,2837920,"-","ascG"
"2531","gene",2838180,2839637,"+","ascF"
"2532","gene",2839646,2841070,"+","ascB"
"2533","gene",2841229,2841699,"-","hycI"
"2534","gene",2841692,2842102,"-","hycH"
"2535","gene",2842099,2842866,"-","hycG"
"2536","gene",2842866,2843408,"-","hycF"
"2537","gene",2843418,2845127,"-","hycE"
"2538","gene",2845145,2846068,"-","hycD"
"2539","gene",2846071,2847897,"-","hycC"
"2540","gene",2847894,2848505,"-","hycB"
"2541","gene",2848630,2849091,"-","hycA"
"2542","gene",2849303,2849653,"+","hypA"
"2543","gene",2849657,2850529,"+","hypB"
"2544","gene",2850520,2850792,"+","hypC"
"2545","gene",2850792,2851913,"+","hypD"
"2546","gene",2851910,2852920,"+","hypE"
"2547","gene",2852994,2855072,"+","flhA"
"2548","gene",2855109,2855462,"-","ygbA"
"2549","gene",2855749,2858310,"+","mutS"
"2550","gene",2858416,2859072,"+","pphB"
"2551","gene",2859123,2859890,"-","ygbI"
"2552","gene",2860086,2860994,"+","ygbJ"
"2553","gene",2860991,2862157,"+","ygbK"
"2554","gene",2862249,2862887,"+","ygbL"
"2555","gene",2862892,2863668,"+","ygbM"
"2556","gene",2863757,2865121,"+","ygbN"
"2557","pseudogene",2865215,2866207,"-","rpoS"
"2558","gene",2866270,2867409,"-","nlpD"
"2559","gene",2867549,2868175,"-","pcm"
"2560","gene",2868169,2868930,"-","surE"
"2561","gene",2868911,2869960,"-","truD"
"2562","gene",2869957,2870436,"-","ispF"
"2563","gene",2870436,2871146,"-","ispD"
"2564","gene",2871165,2871476,"-","ftsB"
"2565","gene",2871670,2871993,"-","ygbE"
"2566","gene",2872043,2872648,"-","cysC"
"2567","gene",2872648,2874075,"-","cysN"
"2568","gene",2874077,2874985,"-","cysD"
"2569","gene",2875237,2876274,"+","iap"
"2570","gene",2877225,2877509,"-","cas2e"
"2571","gene",2877511,2878428,"-","cas1e"
"2572","gene",2878444,2879043,"-","cas6e"
"2573","gene",2879030,2879704,"-","cas5e"
"2574","gene",2879707,2880798,"-","cas7e"
"2575","gene",2880811,2881293,"-","casB"
"2576","gene",2881286,2882794,"-","casA"
"2577","gene",2883209,2885875,"-","cas3"
"2578","gene",2886234,2886968,"-","cysH"
"2579","gene",2887043,2888755,"-","cysI"
"2580","gene",2888755,2890554,"-","cysJ"
"2581","gene",2890873,2891235,"+","queD"
"2582","gene",2891313,2892584,"+","ygcN"
"2583","gene",2892575,2892835,"+","ygcO"
"2584","gene",2892852,2893427,"+","ygcP"
"2585","gene",2893575,2894435,"-","ygcQ"
"2586","gene",2894432,2895211,"-","ygcR"
"2587","gene",2895189,2896598,"-","ygcS"
"2588","gene",2896620,2898074,"-","ygcU"
"2589","gene",2898144,2898929,"-","ygcW"
"2590","gene",2899248,2900525,"+","yqcE"
"2591","gene",2900552,2902030,"+","ygcE"
"2592","gene",2903403,2904074,"-","queE"
"2593","gene",2904367,2905239,"+","ygcG"
"2594","gene",2905299,2906597,"-","eno"
"2595","gene",2906685,2908322,"-","pyrG"
"2596","gene",2908550,2909341,"-","mazG"
"2597","gene",2909412,2909747,"-","mazF"
"2598","gene",2909747,2909995,"-","mazE"
"2599","gene",2910073,2912307,"-","relA"
"2600","gene",2912355,2913656,"-","rlmD"
"2601","gene",2913713,2916469,"+","barA"
"2602","gene",2916701,2918041,"-","gudD"
"2603","gene",2918062,2919402,"-","gudX"
"2604","gene",2919404,2920756,"-","gudP"
"2605","gene",2921191,2921640,"-","yqcA"
"2606","gene",2921658,2922440,"-","truC"
"2607","gene",2922440,2922769,"-","yqcC"
"2608","gene",2923391,2923936,"-","syd"
"2609","gene",2924004,2924852,"+","queF"
"2610","gene",2924964,2926328,"+","ppnN"
"2611","gene",2926885,2928174,"+","sdaC"
"2612","gene",2928232,2929599,"+","sdaB"
"2613","gene",2929711,2930466,"+","xni"
"2614","gene",2930521,2931669,"-","fucO"
"2615","gene",2931697,2932344,"-","fucA"
"2616","gene",2932891,2934207,"+","fucP"
"2617","gene",2934240,2936015,"+","fucI"
"2618","gene",2936124,2937542,"+","fucK"
"2619","gene",2937544,2937966,"+","fucU"
"2620","gene",2938024,2938755,"+","fucR"
"2621","gene",2938799,2939899,"-","rlmM"
"2622","gene",2939892,2940287,"-","ygdD"
"2623","gene",2940306,2941223,"-","gcvA"
"2624","gene",2941574,2941801,"-","ygdI"
"2625","gene",2941993,2943198,"+","csdA"
"2626","gene",2943198,2943641,"+","csdE"
"2627","gene",2943692,2944498,"-","tcdA"
"2628","gene",2944737,2945834,"-","mltA"
"2629","tRNA",2946043,2946119,"+","tRNA-Met"
"2630","tRNA",2946153,2946229,"+","tRNA-Met"
"2631","tRNA",2946263,2946339,"+","tRNA-Met"
"2632","gene",2946413,2947666,"-","amiC"
"2633","gene",2947898,2949229,"+","argA"
"2634","gene",2949291,2951117,"-","recD"
"2635","gene",2951117,2954659,"-","recB"
"2636","gene",2954652,2957540,"-","ptrA"
"2637","gene",2957716,2961084,"-","recC"
"2638","gene",2961097,2961420,"-","ppdC"
"2639","gene",2961405,2961812,"-","ygdB"
"2640","gene",2961809,2962372,"-","ppdB"
"2641","gene",2962363,2962833,"-","ppdA"
"2642","gene",2963017,2963811,"-","thyA"
"2643","gene",2963818,2964693,"-","lgt"
"2644","gene",2964844,2967090,"-","ptsP"
"2645","gene",2967103,2967633,"-","rppH"
"2646","gene",2968318,2969007,"+","mutH"
"2647","gene",2969076,2969789,"+","ygdQ"
"2648","gene",2969927,2970145,"+","ygdR"
"2649","gene",2970253,2971293,"+","tas"
"2650","gene",2971325,2972518,"-","lplT"
"2651","gene",2972511,2974670,"-","aas"
"2652","gene",2975255,2976286,"+","galR"
"2653","gene",2976293,2977555,"-","lysA"
"2654","gene",2977677,2978612,"+","lysR"
"2655","gene",2978599,2979291,"-","ygeA"
"2656","gene",2979420,2980838,"-","araE"
"2657","gene",2981153,2981914,"-","kduD"
"2658","gene",2981944,2982780,"-","kduI"
"2659","gene",2983067,2984248,"-","yqeF"
"2660","gene",2984503,2985732,"+","yqeG"
"2661","gene",2986192,2986824,"+","yqeH"
"2662","gene",2987158,2987967,"+","yqeI"
"2663","gene",2989924,2990415,"+","ygeG"
"2664","gene",2990750,2992126,"+","ygeH"
"2665","tRNA",2997640,2997713,"-","tRNA-Gly"
"2666","gene",2997792,2998547,"-","actS"
"2667","gene",2998962,3001259,"+","xdhA"
"2668","gene",3001270,3002148,"+","xdhB"
"2669","gene",3002145,3002624,"+","xdhC"
"2670","gene",3002664,3004442,"-","ygeV"
"2671","gene",3004921,3006108,"+","ygeW"
"2672","gene",3006166,3007362,"+","dpaL"
"2673","gene",3007420,3008631,"+","ygeY"
"2674","gene",3008684,3010069,"+","hyuA"
"2675","gene",3010117,3011049,"+","arcC"
"2676","gene",3011270,3012895,"-","yqeB"
"2677","gene",3012943,3013713,"-","yqeC"
"2678","gene",3013816,3014394,"+","mocA"
"2679","gene",3014716,3017814,"+","ygfK"
"2680","gene",3017817,3019145,"+","ssnA"
"2681","gene",3019196,3019975,"+","ygfM"
"2682","gene",3019972,3022842,"+","xdhD"
"2683","gene",3023007,3024407,"+","xanQ"
"2684","gene",3024425,3025741,"+","guaD"
"2685","gene",3025777,3027144,"+","ghxQ"
"2686","gene",3027180,3027668,"-","ygfS"
"2687","gene",3027668,3029587,"-","ygfT"
"2688","gene",3030023,3031471,"+","uacT"
"2689","gene",3031721,3032269,"+","idi"
"2690","gene",3032313,3033830,"-","lysS"
"2691","gene",3033840,3034938,"-","prfB"
"2692","gene",3035029,3036762,"-","recJ"
"2693","gene",3036768,3037478,"-","dsbC"
"2694","gene",3037503,3038399,"-","xerD"
"2695","gene",3038511,3039032,"+","fldB"
"2696","gene",3039072,3039479,"-","ygfX"
"2697","gene",3039460,3039726,"-","sdhE"
"2698","gene",3039969,3040949,"+","ygfZ"
"2699","gene",3041145,3041804,"-","yqfA"
"2700","gene",3041968,3042279,"-","yqfB"
"2701","gene",3042324,3043757,"+","bglA"
"2702","gene",3043814,3044557,"-","ygfF"
"2703","gene",3044824,3047697,"-","gcvP"
"2704","gene",3047816,3048205,"-","gcvH"
"2705","gene",3048229,3049323,"-","gcvT"
"2706","gene",3049771,3050973,"-","ubiI"
"2707","gene",3050996,3052174,"-","ubiH"
"2708","gene",3052171,3053496,"-","pepP"
"2709","gene",3053522,3054100,"-","ygfB"
"2710","gene",3054268,3054597,"+","zapA"
"2711","gene",3054639,3054822,"+","ssrS"
"2712","gene",3054843,3055445,"+","fau"
"2713","gene",3055546,3055605,"-","ibsC"
"2714","gene",3055834,3057066,"-","serA"
"2715","gene",3057322,3057981,"-","rpiA"
"2716","gene",3058409,3059302,"+","argP"
"2717","gene",3059506,3061650,"+","scpA"
"2718","gene",3061643,3062638,"+","meaB"
"2719","gene",3062649,3063434,"+","scpB"
"2720","gene",3063458,3064936,"+","scpC"
"2721","gene",3064933,3065829,"-","ygfI"
"2722","gene",3065996,3066736,"-","yggE"
"2723","gene",3066829,3067464,"-","argO"
"2724","gene",3067603,3068463,"-","mscS"
"2725","gene",3068821,3069900,"-","fbaA"
"2726","gene",3070115,3071278,"-","pgk"
"2727","gene",3071328,3072347,"-","epd"
"2728","gene",3072632,3073345,"-","yggC"
"2729","gene",3073342,3073851,"-","fumE"
"2730","gene",3073873,3074838,"-","glpX"
"2731","gene",3074835,3076112,"-","yggP"
"2732","gene",3076127,3077515,"-","cmtA"
"2733","gene",3077543,3077986,"-","cmtB"
"2734","gene",3078300,3080291,"-","tkt"
"2735","gene",3080569,3081327,"+","loiP"
"2736","gene",3081533,3082453,"-","speB"
"2737","gene",3082591,3084567,"-","speA"
"2738","gene",3084576,3084707,"-","yqgB"
"2739","gene",3085362,3086516,"+","metK"
"2740","gene",3086940,3088334,"+","galP"
"2741","gene",3088411,3088908,"+","yggI"
"2742","gene",3089003,3089710,"+","endA"
"2743","gene",3089790,3090521,"+","rsmE"
"2744","gene",3090534,3091484,"+","gshB"
"2745","gene",3091593,3092156,"+","yqgE"
"2746","gene",3092156,3092572,"+","ruvX"
"2747","gene",3092756,3093736,"-","yggR"
"2748","gene",3093754,3094458,"+","yggS"
"2749","gene",3094476,3095042,"+","yggT"
"2750","gene",3095039,3095329,"+","yggU"
"2751","gene",3095337,3095930,"+","rdgB"
"2752","gene",3095923,3097059,"+","hemW"
"2753","gene",3097214,3098221,"-","yggM"
"2754","gene",3098338,3099384,"-","ansB"
"2755","gene",3099560,3100279,"-","yggN"
"2756","gene",3100463,3100789,"-","yggL"
"2757","gene",3100789,3101508,"-","trmB"
"2758","gene",3101669,3102721,"+","mutY"
"2759","gene",3102749,3103024,"+","yggX"
"2760","gene",3103089,3104168,"+","mltC"
"2761","gene",3104370,3105626,"+","nupG"
"2762","gene",3105676,3107811,"-","speC"
"2763","gene",3107973,3108056,"-","yqgH"
"2764","gene",3108209,3108916,"+","yqgA"
"2765","tRNA",3109022,3109097,"+","tRNA-Phe"
"2766","gene",3109246,3109782,"-","yghD"
"2767","gene",3109784,3110692,"-","gspL"
"2768","gene",3110710,3111705,"-","gspC"
"2769","gene",3111723,3112133,"-","yghG"
"2770","gene",3112199,3113008,"-","pppA"
"2771","gene",3113206,3117768,"-","sslE"
"2772","gene",3118253,3119935,"-","glcA"
"2773","gene",3120290,3122461,"-","glcB"
"2774","gene",3122483,3122887,"-","glcG"
"2775","gene",3122892,3124115,"-","glcF"
"2776","gene",3124126,3125178,"-","glcE"
"2777","gene",3125178,3126677,"-","glcD"
"2778","gene",3126928,3127692,"+","glcC"
"2779","gene",3127699,3128835,"-","yghO"
"2780","pseudogene",3130000,3131064,"-","yghQ"
"2781","gene",3131900,3132613,"-","yghS"
"2782","gene",3132787,3133479,"+","yghT"
"2783","gene",3133528,3135027,"-","pitB"
"2784","gene",3135319,3137178,"-","gss"
"2785","gene",3137383,3138249,"+","yghU"
"2786","gene",3138372,3138620,"-","hybG"
"2787","gene",3138633,3138974,"-","hypA"
"2788","gene",3138967,3139455,"-","hybE"
"2789","gene",3139448,3139942,"-","hybD"
"2790","gene",3139942,3141645,"-","hybC"
"2791","gene",3141642,3142820,"-","hybB"
"2792","gene",3142810,3143796,"-","hybA"
"2793","gene",3143799,3144917,"-","hybO"
"2794","gene",3145106,3145393,"-","yghW"
"2795","gene",3146553,3147593,"+","gpr"
"2796","gene",3147633,3148127,"-","yqhA"
"2797","gene",3148318,3149202,"+","yghA"
"2798","gene",3149474,3149899,"-","exbD"
"2799","gene",3149906,3150640,"-","exbB"
"2800","gene",3150892,3152079,"+","metC"
"2801","gene",3152219,3152878,"+","yghB"
"2802","gene",3152918,3153817,"-","yqhC"
"2803","gene",3154011,3155174,"+","yqhD"
"2804","gene",3155279,3156106,"+","dkgA"
"2805","gene",3156306,3157232,"+","yqhG"
"2806","gene",3157283,3157540,"+","yqhH"
"2807","gene",3157583,3159802,"-","ygiQ"
"2808","gene",3159913,3161325,"-","ftsP"
"2809","gene",3161400,3162137,"-","plsC"
"2810","gene",3162371,3164629,"-","parC"
"2811","gene",3164767,3166374,"-","ygiS"
"2812","gene",3166507,3166902,"-","mqsA"
"2813","gene",3166904,3167200,"-","mqsR"
"2814","gene",3167405,3167887,"-","ygiV"
"2815","gene",3167940,3168332,"-","ygiW"
"2816","gene",3168484,3169143,"+","qseB"
"2817","gene",3169140,3170489,"+","qseC"
"2818","gene",3170535,3170867,"-","ygiZ"
"2819","gene",3171186,3171767,"+","mdaB"
"2820","gene",3171798,3172112,"+","ygiN"
"2821","gene",3172160,3174052,"-","parE"
"2822","gene",3174081,3174662,"-","yqiA"
"2823","gene",3174662,3175489,"-","cpdA"
"2824","gene",3175514,3175936,"-","yqiB"
"2825","gene",3175937,3176566,"-","nudF"
"2826","gene",3176771,3178252,"+","tolC"
"2827","gene",3178400,3179071,"+","ygiB"
"2828","gene",3179077,3180237,"+","ygiC"
"2829","gene",3180275,3181063,"-","ygiD"
"2830","gene",3181206,3181979,"+","zupT"
"2831","gene",3182469,3183122,"-","ribB"
"2832","gene",3183496,3183786,"+","ubiK"
"2833","gene",3184070,3184621,"+","ygiL"
"2834","gene",3188537,3189286,"+","yqiH"
"2835","gene",3189288,3190352,"+","yqiI"
"2836","gene",3190395,3190595,"-","glgS"
"2837","gene",3190864,3191493,"+","yqiJ"
"2838","gene",3191520,3193181,"+","yqiK"
"2839","gene",3193797,3193856,"+","ibsE"
"2840","gene",3193976,3195409,"-","hldE"
"2841","gene",3195457,3198297,"-","glnE"
"2842","gene",3198320,3199621,"-","ygiF"
"2843","gene",3199863,3200483,"+","ygiM"
"2844","gene",3200547,3201785,"+","cca"
"2845","gene",3201966,3202787,"-","bacA"
"2846","gene",3202877,3203245,"-","folB"
"2847","gene",3203350,3203967,"+","plsY"
"2848","gene",3203980,3204912,"-","ttdR"
"2849","gene",3205119,3206030,"+","ttdA"
"2850","gene",3206027,3206632,"+","ttdB"
"2851","gene",3206680,3208143,"+","ttdT"
"2852","gene",3208186,3209199,"-","tsaD"
"2853","gene",3209437,3209652,"+","rpsU"
"2854","gene",3209763,3211508,"+","dnaG"
"2855","gene",3211703,3213544,"+","rpoD"
"2856","gene",3213623,3214129,"-","mug"
"2857","tRNA",3214254,3214329,"+","tRNA-Ile"
"2858","gene",3214383,3215147,"-","nfeF"
"2859","gene",3215435,3216058,"+","nfeR"
"2860","gene",3216212,3217732,"-","aer"
"2861","gene",3218150,3219529,"+","ygjG"
"2862","gene",3219571,3219903,"-","ygjH"
"2863","gene",3220122,3221105,"+","ebgR"
"2864","gene",3221289,3224381,"+","ebgA"
"2865","gene",3224378,3224827,"+","ebgC"
"2866","gene",3224890,3226323,"+","ygjI"
"2867","gene",3226457,3227527,"+","ygjJ"
"2868","gene",3227544,3229895,"+","ygjK"
"2869","gene",3230321,3232339,"+","fadH"
"2870","gene",3232384,3232800,"-","higA"
"2871","gene",3232797,3233111,"-","higB"
"2872","gene",3233395,3234531,"-","rlmG"
"2873","gene",3234616,3235119,"+","ygjP"
"2874","gene",3235196,3235888,"+","ygjQ"
"2875","gene",3235967,3236953,"+","ygjR"
"2876","gene",3237236,3238201,"+","alx"
"2877","gene",3238600,3239844,"+","sstT"
"2878","gene",3239849,3240400,"-","ygjV"
"2879","gene",3240483,3241970,"-","uxaA"
"2880","gene",3241985,3243397,"-","uxaC"
"2881","gene",3243880,3245178,"+","exuT"
"2882","gene",3245308,3246084,"+","exuR"
"2883","gene",3246324,3246407,"+","yqiM"
"2884","gene",3246429,3247091,"+","yqjA"
"2885","gene",3247095,3247478,"+","mzrA"
"2886","gene",3247625,3247993,"+","yqjC"
"2887","gene",3248031,3248336,"+","yqjD"
"2888","gene",3248339,3248743,"+","yqjE"
"2889","gene",3248733,3249032,"+","yqjK"
"2890","gene",3249218,3249610,"+","yqjF"
"2891","gene",3249680,3250666,"+","yqjG"
"2892","gene",3250960,3251325,"+","yhaH"
"2893","gene",3251567,3251923,"+","yhaI"
"2894","gene",3251974,3252870,"-","yhaJ"
"2895","gene",3252975,3253676,"+","yhaK"
"2896","gene",3253997,3255307,"-","cyuA"
"2897","gene",3255335,3256666,"-","cyuP"
"2898","gene",3256941,3258305,"-","tdcG"
"2899","gene",3258377,3258766,"-","tdcF"
"2900","gene",3258780,3261074,"-","tdcE"
"2901","pseudogene",3262331,3263515,"-","tdcD"
"2902","gene",3263541,3264872,"-","tdcC"
"2903","gene",3264894,3265883,"-","tdcB"
"2904","gene",3265982,3266920,"-","tdcA"
"2905","gene",3267235,3267453,"+","tdcR"
"2906","gene",3268270,3269457,"+","yhaC"
"2907","gene",3270071,3270447,"-","rnpB"
"2908","gene",3270480,3271625,"-","garK"
"2909","gene",3271722,3272612,"-","garR"
"2910","gene",3272642,3273412,"-","garL"
"2911","gene",3273428,3274762,"-","garP"
"2912","gene",3275137,3276708,"+","garD"
"2913","gene",3276857,3277192,"+","prlF"
"2914","gene",3277192,3277656,"+","yhaV"
"2915","gene",3277711,3278520,"-","agaR"
"2916","gene",3278769,3280049,"+","kbaZ"
"2917","gene",3280072,3280545,"+","agaV"
"2918","gene",3281831,3282985,"+","agaS"
"2919","gene",3282998,3283858,"+","kbaY"
"2920","gene",3284025,3284501,"+","agaB"
"2921","gene",3284540,3285343,"+","agaC"
"2922","gene",3285333,3286124,"+","agaD"
"2923","gene",3286125,3286880,"+","agaI"
"2924","gene",3287281,3287865,"+","yraH"
"2925","gene",3287945,3288640,"+","yraI"
"2926","gene",3288669,3291185,"+","yraJ"
"2927","gene",3291196,3292287,"+","yraK"
"2928","gene",3292330,3293190,"-","rsmI"
"2929","gene",3293255,3295291,"+","lpoA"
"2930","gene",3295249,3295644,"+","yraN"
"2931","gene",3295664,3296254,"+","diaA"
"2932","gene",3296264,3296839,"+","yraP"
"2933","gene",3296953,3297993,"-","yraQ"
"2934","gene",3298066,3298701,"-","yraR"
"2935","gene",3298829,3299347,"+","yhbO"
"2936","gene",3299327,3299770,"-","yhbP"
"2937","gene",3299821,3300123,"+","yhbQ"
"2938","gene",3300110,3300613,"-","yhbS"
"2939","gene",3300607,3301131,"-","ubiT"
"2940","gene",3301340,3302335,"+","ubiU"
"2941","gene",3302344,3303222,"+","ubiV"
"2942","gene",3303303,3304310,"+","yhbW"
"2943","gene",3304428,3305672,"-","mtr"
"2944","gene",3305826,3307715,"-","deaD"
"2945","gene",3307708,3307788,"-","yrbN"
"2946","gene",3307895,3308779,"-","nlpI"
"2947","gene",3308888,3311023,"-","pnp"
"2948","gene",3311270,3311539,"-","rpsO"
"2949","gene",3311688,3312632,"-","truB"
"2950","gene",3312632,3313033,"-","rbfA"
"2951","gene",3313197,3315869,"-","infB"
"2952","gene",3315894,3317381,"-","nusA"
"2953","gene",3317409,3317861,"-","rimP"
"2954","tRNA",3318068,3318144,"-","tRNA-Met"
"2955","gene",3318492,3319835,"+","argG"
"2956","gene",3319843,3321468,"-","yhbX"
"2957","tRNA",3321927,3322013,"-","tRNA-Leu"
"2958","gene",3322028,3322360,"-","secG"
"2959","gene",3322588,3323925,"-","glmM"
"2960","gene",3323918,3324766,"-","folP"
"2961","gene",3324856,3326790,"-","ftsH"
"2962","gene",3326890,3327519,"-","rlmE"
"2963","gene",3327645,3327938,"+","yhbY"
"2964","gene",3328094,3328570,"-","greA"
"2965","gene",3328818,3330251,"+","dacB"
"2966","gene",3330437,3331609,"-","cgtA"
"2967","gene",3331625,3332590,"-","yhbE"
"2968","gene",3332717,3332974,"-","rpmA"
"2969","gene",3332995,3333306,"-","rplU"
"2970","gene",3333565,3334536,"+","ispB"
"2971","gene",3334764,3335042,"+","sfsB"
"2972","gene",3335090,3336349,"-","murA"
"2973","gene",3336404,3336658,"-","ibaG"
"2974","gene",3336818,3337111,"-","mlaB"
"2975","gene",3337111,3337746,"-","mlaC"
"2976","gene",3337765,3338316,"-","mlaD"
"2977","gene",3338321,3339103,"-","mlaE"
"2978","gene",3339111,3339920,"-","mlaF"
"2979","gene",3340130,3341107,"+","yrbG"
"2980","gene",3341121,3342107,"+","kdsD"
"2981","gene",3342128,3342694,"+","kdsC"
"2982","gene",3342691,3343266,"+","lptC"
"2983","gene",3343235,3343792,"+","lptA"
"2984","gene",3343799,3344524,"+","lptB"
"2985","gene",3344572,3346005,"+","rpoN"
"2986","gene",3346028,3346315,"+","hpf"
"2987","gene",3346433,3346924,"+","ptsN"
"2988","gene",3346970,3347824,"+","rapZ"
"2989","gene",3347821,3348093,"+","npr"
"2990","gene",3348307,3348939,"+","yrbL"
"2991","gene",3348936,3349664,"-","mtgA"
"2992","gene",3349661,3350314,"-","elbB"
"2993","gene",3350544,3352880,"-","arcB"
"2994","gene",3352976,3353905,"-","yhcC"
"2995","gene",3354580,3359040,"+","gltB"
"2996","gene",3359053,3360471,"+","gltD"
"2997","gene",3361031,3361795,"+","gltF"
"2998","gene",3361967,3362641,"+","yhcA"
"2999","gene",3362662,3365043,"+","yhcD"
"3000","gene",3366781,3367497,"+","yhcF"
"3001","gene",3367682,3368809,"+","yhcG"
"3002","gene",3368869,3369333,"-","nanQ"
"3003","gene",3369330,3370205,"-","nanK"
"3004","gene",3370202,3370891,"-","nanE"
"3005","gene",3370939,3372429,"-","nanT"
"3006","gene",3372538,3373431,"-","nanA"
"3007","gene",3373553,3374344,"-","nanR"
"3008","gene",3374724,3376091,"+","dcuC"
"3009","gene",3376134,3376631,"-","sspB"
"3010","gene",3376637,3377275,"-","sspA"
"3011","gene",3377670,3378062,"-","rpsI"
"3012","gene",3378078,3378506,"-","rplM"
"3013","gene",3378725,3379852,"-","zapE"
"3014","gene",3380046,3380444,"+","zapG"
"3015","gene",3380598,3381965,"+","degQ"
"3016","gene",3382055,3383122,"+","degS"
"3017","gene",3383185,3384123,"-","mdh"
"3018","gene",3384558,3385028,"+","argR"
"3019","gene",3385393,3385656,"+","yhcN"
"3020","gene",3385712,3385984,"-","yhcO"
"3021","gene",3386076,3388043,"-","aaeB"
"3022","gene",3388049,3388981,"-","aaeA"
"3023","gene",3388989,3389192,"-","aaeX"
"3024","gene",3389375,3390304,"+","aaeR"
"3025","gene",3390438,3391883,"-","tldD"
"3026","gene",3392313,3396113,"-","yhdP"
"3027","gene",3396181,3397650,"-","rng"
"3028","gene",3397640,3398233,"-","yhdE"
"3029","gene",3398242,3398730,"-","mreD"
"3030","gene",3398730,3399833,"-","mreC"
"3031","gene",3399899,3400942,"-","mreB"
"3032","gene",3401247,3403187,"-","csrD"
"3033","gene",3403339,3404313,"+","yhdH"
"3034","gene",3405291,3405761,"+","accB"
"3035","gene",3405772,3407121,"+","accC"
"3036","gene",3407230,3407472,"+","yhdT"
"3037","gene",3407462,3408913,"+","panF"
"3038","gene",3408925,3409806,"+","prmA"
"3039","gene",3410135,3411100,"+","dusB"
"3040","gene",3411126,3411422,"+","fis"
"3041","gene",3411508,3412392,"+","yhdJ"
"3042","gene",3412476,3412655,"+","yhdU"
"3043","gene",3412658,3413320,"-","acrS"
"3044","gene",3413719,3414876,"+","acrE"
"3045","gene",3414888,3417992,"+","acrF"
"3046","gene",3419989,3421170,"+","yhdX"
"3047","gene",3421180,3422283,"+","yhdY"
"3048","gene",3422291,3423049,"+","yhdZ"
"3049","gene",3423280,3423395,"-","rrf"
"3050","rRNA",3423280,3423395,"-","rrf"
"3051","tRNA",3423435,3423510,"-","tRNA-Thr"
"3052","gene",3423525,3423640,"-","rrf"
"3053","rRNA",3423525,3423640,"-","rrf"
"3054","rRNA",3423735,3426638,"-","23S ribosomal RNA"
"3055","tRNA",3426832,3426907,"-","tRNA-Glu"
"3056","rRNA",3426993,3428534,"-","16S ribosomal RNA"
"3057","gene",3429149,3430738,"+","purH"
"3058","gene",3430750,3432039,"+","purD"
"3059","gene",3432036,3433361,"-","zraR"
"3060","gene",3433358,3434755,"-","zraS"
"3061","gene",3434993,3435418,"+","zraP"
"3062","gene",3435420,3436115,"-","yjaH"
"3063","gene",3436128,3436400,"-","hupA"
"3064","gene",3436587,3437177,"-","yjaG"
"3065","gene",3437220,3437891,"-","nfi"
"3066","gene",3437901,3438965,"-","hemE"
"3067","gene",3439005,3439778,"-","nudC"
"3068","gene",3439873,3440349,"+","rsd"
"3069","gene",3440582,3442477,"+","thiC"
"3070","gene",3442477,3443112,"+","thiE"
"3071","gene",3443105,3443860,"+","thiF"
"3072","gene",3443844,3444044,"+","thiS"
"3073","gene",3444046,3444816,"+","thiG"
"3074","gene",3444813,3445946,"+","thiH"
"3075","gene",3446356,3446895,"-","yjaZ"
"3076","gene",3447108,3451331,"-","rpoC"
"3077","gene",3451408,3455436,"-","rpoB"
"3078","gene",3455756,3456121,"-","rplL"
"3079","gene",3456188,3456685,"-","rplJ"
"3080","gene",3457098,3457802,"-","rplA"
"3081","gene",3457806,3458234,"-","rplK"
"3082","gene",3458393,3458938,"-","nusG"
"3083","gene",3458940,3459323,"-","secE"
"3084","gene",3459553,3460737,"-","tuf"
"3085","tRNA",3460852,3460927,"-","tRNA-Thr"
"3086","tRNA",3460934,3461008,"-","tRNA-Gly"
"3087","tRNA",3461125,3461209,"-","tRNA-Tyr"
